Time,Internet traffic data (in bits) from a private ISP with centres in 11 European cities. The data corresponds to a transatlantic link and was collected from 06:57 hours on 7 June to 11:17 hours on 31 July 2005. Data collected at five minute intervals.
6/20/2005 13:10,3672080243
6/20/2005 13:15,3842770429
6/20/2005 13:20,3737548289
6/20/2005 13:25,3539591087
6/20/2005 13:30,3483859405
6/20/2005 13:35,3558280321
6/20/2005 13:40,3502336946
6/20/2005 13:45,3534743293
6/20/2005 13:50,3650457927
6/20/2005 13:55,3656889200
6/20/2005 14:00,3537061259
6/20/2005 14:05,3673682655
6/20/2005 14:10,3618167410
6/20/2005 14:15,3606762401
6/20/2005 14:20,3721796298
6/20/2005 14:25,3641384097
6/20/2005 14:30,3796780224
6/20/2005 14:35,3919652865
6/20/2005 14:40,3825820265
6/20/2005 14:45,3914402146
6/20/2005 14:50,3981720348
6/20/2005 14:55,3841810852
6/20/2005 15:00,3847029449
6/20/2005 15:05,3791813431
6/20/2005 15:10,3569796181
6/20/2005 15:15,3628395560
6/20/2005 15:20,3547214324
6/20/2005 15:25,3658903658
6/20/2005 15:30,3672854399
6/20/2005 15:35,3563473128
6/20/2005 15:40,3378494843
6/20/2005 15:45,3394332504
6/20/2005 15:50,3264646053
6/20/2005 15:55,3244987571
6/20/2005 16:00,3152934390
6/20/2005 16:05,3137698793
6/20/2005 16:10,3105439225
6/20/2005 16:15,3397477417
6/20/2005 16:20,2998516293
6/20/2005 16:25,2909276661
6/20/2005 16:30,2861181697
6/20/2005 16:35,2774856417
6/20/2005 16:40,2758172152
6/20/2005 16:45,2839001161
6/20/2005 16:50,2732680426
6/20/2005 16:55,2633930824
6/20/2005 17:00,2503319217
6/20/2005 17:05,2506697589
6/20/2005 17:10,2526539118
6/20/2005 17:15,2865261143
6/20/2005 17:20,2568646311
6/20/2005 17:25,2484334492
6/20/2005 17:30,2413858410
6/20/2005 17:35,2306221081
6/20/2005 17:40,2299568190
6/20/2005 17:45,2287929478
6/20/2005 17:50,2182398375
6/20/2005 17:55,2104175889
6/20/2005 18:00,2085361731
6/20/2005 18:05,2088403654
6/20/2005 18:10,2096628770
6/20/2005 18:15,2288663549
6/20/2005 18:20,2186674142
6/20/2005 18:25,2214461037
6/20/2005 18:30,2166675818
6/20/2005 18:35,2231447301
6/20/2005 18:40,2279726518
6/20/2005 18:45,2181121490
6/20/2005 18:50,2152353566
6/20/2005 18:55,1881210457
6/20/2005 19:00,1886816022
6/20/2005 19:05,1818455175
6/20/2005 19:10,1794084104
6/20/2005 19:15,1541969412
6/20/2005 19:20,1566742382
6/20/2005 19:25,1679340839
6/20/2005 19:30,1688780258
6/20/2005 19:35,1690097299
6/20/2005 19:40,1765687534
6/20/2005 19:45,1557533009
6/20/2005 19:50,1649332186
6/20/2005 19:55,1601817690
6/20/2005 20:00,1609281900
6/20/2005 20:05,1623776878
6/20/2005 20:10,1642907421
6/20/2005 20:15,1641260621
6/20/2005 20:20,1604647517
6/20/2005 20:25,1595716048
6/20/2005 20:30,1631390680
6/20/2005 20:35,1525307578
6/20/2005 20:40,1633071984
6/20/2005 20:45,1608828723
6/20/2005 20:50,1511737781
6/20/2005 20:55,1496526892
6/20/2005 21:00,1400018254
6/20/2005 21:05,1413192177
6/20/2005 21:10,1523077454
6/20/2005 21:15,1456368786
6/20/2005 21:20,1452832240
6/20/2005 21:25,1427956318
6/20/2005 21:30,1416139324
6/20/2005 21:35,1397089880
6/20/2005 21:40,1476507179
6/20/2005 21:45,1429074986
6/20/2005 21:50,1509981119
6/20/2005 21:55,1408172610
6/20/2005 22:00,1395232743
6/20/2005 22:05,1401816481
6/20/2005 22:10,1560228221
6/20/2005 22:15,1473688840
6/20/2005 22:20,1481438203
6/20/2005 22:25,1524335780
6/20/2005 22:30,1444178700
6/20/2005 22:35,1470430305
6/20/2005 22:40,1555414967
6/20/2005 22:45,1491396585
6/20/2005 22:50,1483422577
6/20/2005 22:55,1481691838
6/20/2005 23:00,1445837005
6/20/2005 23:05,1447437360
6/20/2005 23:10,1613188169
6/20/2005 23:15,1462376061
6/20/2005 23:20,1476300597
6/20/2005 23:25,1623771728
6/20/2005 23:30,1554224548
6/20/2005 23:35,1687285041
6/20/2005 23:40,1839354140
6/20/2005 23:45,1877074115
6/20/2005 23:50,1797915691
6/20/2005 23:55,1815019603
6/21/2005 0:00,1930962812
6/21/2005 0:05,1997553506
6/21/2005 0:10,2145060594
6/21/2005 0:15,2149415148
6/21/2005 0:20,2193151189
6/21/2005 0:25,2315281681
6/21/2005 0:30,2441591384
6/21/2005 0:35,2535669520
6/21/2005 0:40,2632037278
6/21/2005 0:45,2764327175
6/21/2005 0:50,2905827929
6/21/2005 0:55,3125256359
6/21/2005 1:00,3270851956
6/21/2005 1:05,3628636871
6/21/2005 1:10,3690757483
6/21/2005 1:15,3858124893
6/21/2005 1:20,4056368828
6/21/2005 1:25,4230237026
6/21/2005 1:30,4752881212
6/21/2005 1:35,4824108508
6/21/2005 1:40,5066836234
6/21/2005 1:45,5128472618
6/21/2005 1:50,5500212630
6/21/2005 1:55,5474999472
6/21/2005 2:00,5495774074
6/21/2005 2:05,5997495473
6/21/2005 2:10,5915481958
6/21/2005 2:15,6164232694
6/21/2005 2:20,6605828305
6/21/2005 2:25,6792779093
6/21/2005 2:30,6375812289
6/21/2005 2:35,6464948275
6/21/2005 2:40,6713596639
6/21/2005 2:45,6476254382
6/21/2005 2:50,6370089538
6/21/2005 2:55,6420282096
6/21/2005 3:00,6739615415
6/21/2005 3:05,6670977199
6/21/2005 3:10,6853675486
6/21/2005 3:15,6973062923
6/21/2005 3:20,7264135884
6/21/2005 3:25,7301413355
6/21/2005 3:30,7310431691
6/21/2005 3:35,7193072084
6/21/2005 3:40,7104083666
6/21/2005 3:45,6919293627
6/21/2005 3:50,7263958893
6/21/2005 3:55,7189802843
6/21/2005 4:00,7270963476
6/21/2005 4:05,7413957684
6/21/2005 4:10,7243428439
6/21/2005 4:15,7328998837
6/21/2005 4:20,7464690220
6/21/2005 4:25,7554766237
6/21/2005 4:30,7548042921
6/21/2005 4:35,7553195656
6/21/2005 4:40,7605939266
6/21/2005 4:45,7718315143
6/21/2005 4:50,7604003111
6/21/2005 4:55,7673431882
6/21/2005 5:00,7550274115
6/21/2005 5:05,7519450582
6/21/2005 5:10,7568583517
6/21/2005 5:15,7606477383
6/21/2005 5:20,7486530813
6/21/2005 5:25,7579833802
6/21/2005 5:30,7413723164
6/21/2005 5:35,7586389417
6/21/2005 5:40,7437242294
6/21/2005 5:45,7488686390
6/21/2005 5:50,7632767149
6/21/2005 5:55,7540806165
6/21/2005 6:00,7632016503
6/21/2005 6:05,7544960969
6/21/2005 6:10,7426901530
6/21/2005 6:15,7314352605
6/21/2005 6:20,7282246036
6/21/2005 6:25,7374730621
6/21/2005 6:30,7475494044
6/21/2005 6:35,7938952926
6/21/2005 6:40,7480289627
6/21/2005 6:45,7545832064
6/21/2005 6:50,7788480968
6/21/2005 6:55,7843201229
6/21/2005 7:00,7949674554
6/21/2005 7:05,7661646127
6/21/2005 7:10,7670874595
6/21/2005 7:15,7799296078
6/21/2005 7:20,7702369619
6/21/2005 7:25,7923940844
6/21/2005 7:30,7879577552
6/21/2005 7:35,7874050747
6/21/2005 7:40,7840086522
6/21/2005 7:45,7890127858
6/21/2005 7:50,8063011802
6/21/2005 7:55,8097160899
6/21/2005 8:00,7940862707
6/21/2005 8:05,7892223340
6/21/2005 8:10,8001083460
6/21/2005 8:15,7995129143
6/21/2005 8:20,7614858501
6/21/2005 8:25,7806738036
6/21/2005 8:30,7823401552
6/21/2005 8:35,7902724163
6/21/2005 8:40,7841562774
6/21/2005 8:45,7763690494
6/21/2005 8:50,7643260823
6/21/2005 8:55,7214943276
6/21/2005 9:00,7316672132
6/21/2005 9:05,7212283466
6/21/2005 9:10,7256082735
6/21/2005 9:15,7366903362
6/21/2005 9:20,7156222172
6/21/2005 9:25,7591216197
6/21/2005 9:30,7297277160
6/21/2005 9:35,7191142283
6/21/2005 9:40,7304956047
6/21/2005 9:45,7102518381
6/21/2005 9:50,6808448970
6/21/2005 9:55,6837374590
6/21/2005 10:00,6530188727
6/21/2005 10:05,6470401792
6/21/2005 10:10,6211445480
6/21/2005 10:15,6190193714
6/21/2005 10:20,6153125610
6/21/2005 10:25,5981890263
6/21/2005 10:30,5965173429
6/21/2005 10:35,5870128311
6/21/2005 10:40,5740357631
6/21/2005 10:45,5642115322
6/21/2005 10:50,5415834862
6/21/2005 10:55,5439896689
6/21/2005 11:00,5141743581
6/21/2005 11:05,4935025126
6/21/2005 11:10,4855831346
6/21/2005 11:15,4774699838
6/21/2005 11:20,4727679285
6/21/2005 11:25,4784145991
6/21/2005 11:30,4845469499
6/21/2005 11:35,4380425453
6/21/2005 11:40,4308076277
6/21/2005 11:45,4189008955
6/21/2005 11:50,4287515140
6/21/2005 11:55,4246204561
6/21/2005 12:00,3845947412
6/21/2005 12:05,3842823766
6/21/2005 12:10,3855177853
6/21/2005 12:15,3833133306
6/21/2005 12:20,3765172818
6/21/2005 12:25,3965958195
6/21/2005 12:30,3812711687
6/21/2005 12:35,3726070628
6/21/2005 12:40,3776300835
6/21/2005 12:45,3772162520
6/21/2005 12:50,3682708214
6/21/2005 12:55,3763381109
6/21/2005 13:00,3593212647
6/21/2005 13:05,3633148435
6/21/2005 13:10,3629059534
6/21/2005 13:15,3541217973
6/21/2005 13:20,3653933260
6/21/2005 13:25,3768837104
6/21/2005 13:30,3695250655
6/21/2005 13:35,3473869405
6/21/2005 13:40,3456101949
6/21/2005 13:45,3457929881
6/21/2005 13:50,3545226075
6/21/2005 13:55,3550576686
6/21/2005 14:00,3410249766
6/21/2005 14:05,3337900626
6/21/2005 14:10,3361433824
6/21/2005 14:15,3374868004
6/21/2005 14:20,3498470373
6/21/2005 14:25,3515278827
6/21/2005 14:30,3490667558
6/21/2005 14:35,3448993367
6/21/2005 14:40,3524203848
6/21/2005 14:45,3425648615
6/21/2005 14:50,3411469891
6/21/2005 14:55,3267512865
6/21/2005 15:00,3257642527
6/21/2005 15:05,3312201994
6/21/2005 15:10,3213639888
6/21/2005 15:15,3034008330
6/21/2005 15:20,3168483465
6/21/2005 15:25,3452176606
6/21/2005 15:30,3331992007
6/21/2005 15:35,3262480982
6/21/2005 15:40,3228894229
6/21/2005 15:45,3225203512
6/21/2005 15:50,3274007900
6/21/2005 15:55,3395571060
6/21/2005 16:00,2977129190
6/21/2005 16:05,2909849349
6/21/2005 16:10,2831985206
6/21/2005 16:15,2896096226
6/21/2005 16:20,3213760232
6/21/2005 16:25,3009253258
6/21/2005 16:30,2742045909
6/21/2005 16:35,2824905017
6/21/2005 16:40,2679232530
6/21/2005 16:45,2764763282
6/21/2005 16:50,3728208510
6/21/2005 16:55,3134740319
6/21/2005 17:00,2635100922
6/21/2005 17:05,2494885276
6/21/2005 17:10,2344668317
6/21/2005 17:15,2243193026
6/21/2005 17:20,2233062235
6/21/2005 17:25,2470658991
6/21/2005 17:30,2107324972
6/21/2005 17:35,1977962908
6/21/2005 17:40,2002182334
6/21/2005 17:45,1945714491
6/21/2005 17:50,2146721789
6/21/2005 17:55,1916652873
6/21/2005 18:00,2029264204
6/21/2005 18:05,1968153445
6/21/2005 18:10,2047127978
6/21/2005 18:15,1884329285
6/21/2005 18:20,2027674990
6/21/2005 18:25,1863574533
6/21/2005 18:30,1668168556
6/21/2005 18:35,1678581527
6/21/2005 18:40,1658313750
6/21/2005 18:45,1772119418
6/21/2005 18:50,1766282032
6/21/2005 18:55,1765704542
6/21/2005 19:00,1797753120
6/21/2005 19:05,1788857017
6/21/2005 19:10,1668559467
6/21/2005 19:15,1687773920
6/21/2005 19:20,1760003795
6/21/2005 19:25,1669622546
6/21/2005 19:30,1606852263
6/21/2005 19:35,1594490471
6/21/2005 19:40,1561494057
6/21/2005 19:45,1575921310
6/21/2005 19:50,1590125208
6/21/2005 19:55,1512950937
6/21/2005 20:00,1499870499
6/21/2005 20:05,1509138091
6/21/2005 20:10,1458817689
6/21/2005 20:15,1516592430
6/21/2005 20:20,1516311074
6/21/2005 20:25,1483544122
6/21/2005 20:30,1425627482
6/21/2005 20:35,1393957202
6/21/2005 20:40,1405133071
6/21/2005 20:45,1518528737
6/21/2005 20:50,1443073229
6/21/2005 20:55,1450425630
6/21/2005 21:00,1469515333
6/21/2005 21:05,1440416577
6/21/2005 21:10,1398310902
6/21/2005 21:15,1428038011
6/21/2005 21:20,1431725913
6/21/2005 21:25,1369358456
6/21/2005 21:30,1367707107
6/21/2005 21:35,1381841275
6/21/2005 21:40,1289023016
6/21/2005 21:45,1415274520
6/21/2005 21:50,1412531161
6/21/2005 21:55,1385805432
6/21/2005 22:00,1313612294
6/21/2005 22:05,1305581303
6/21/2005 22:10,1948311807
6/21/2005 22:15,1426105951
6/21/2005 22:20,1455845130
6/21/2005 22:25,1320682184
6/21/2005 22:30,1328479696
6/21/2005 22:35,1351456401
6/21/2005 22:40,1421680884
6/21/2005 22:45,1655530472
6/21/2005 22:50,1423691903
6/21/2005 22:55,1462010871
6/21/2005 23:00,1517218122
6/21/2005 23:05,1521372476
6/21/2005 23:10,1533072763
6/21/2005 23:15,1677858560
6/21/2005 23:20,1763039943
6/21/2005 23:25,1706509404
6/21/2005 23:30,1793586827
6/21/2005 23:35,1913352422
6/21/2005 23:40,1991562611
6/21/2005 23:45,2238171993
6/21/2005 23:50,2178048220
6/21/2005 23:55,2274162967
6/22/2005 0:00,2400207299
6/22/2005 0:05,2444436504
6/22/2005 0:10,2736472876
6/22/2005 0:15,2902278616
6/22/2005 0:20,3100711865
6/22/2005 0:25,2661534856
6/22/2005 0:30,2583791653
6/22/2005 0:35,2894594038
6/22/2005 0:40,3093721499
6/22/2005 0:45,3449107382
6/22/2005 0:50,3549430822
6/22/2005 0:55,3597479147
6/22/2005 1:00,3746004017
6/22/2005 1:05,3798581677
6/22/2005 1:10,4052737631
6/22/2005 1:15,4416638389
6/22/2005 1:20,4596262037
6/22/2005 1:25,4722693563
6/22/2005 1:30,4712484536
6/22/2005 1:35,4596053982
6/22/2005 1:40,4689334367
6/22/2005 1:45,4683047175
6/22/2005 1:50,5091544857
6/22/2005 1:55,5096632629
6/22/2005 2:00,5138160065
6/22/2005 2:05,5306033045
6/22/2005 2:10,5539551038
6/22/2005 2:15,6155495019
6/22/2005 2:20,6046269504
6/22/2005 2:25,6153850638
6/22/2005 2:30,6342174910
6/22/2005 2:35,6580353899
6/22/2005 2:40,6287396446
6/22/2005 2:45,6371594259
6/22/2005 2:50,6703025192
6/22/2005 2:55,7020574363
6/22/2005 3:00,6807262843
6/22/2005 3:05,6764436415
6/22/2005 3:10,6869846041
6/22/2005 3:15,7106959074
6/22/2005 3:20,7231928250
6/22/2005 3:25,7238509294
6/22/2005 3:30,6914643600
6/22/2005 3:35,7334986432
6/22/2005 3:40,7609488246
6/22/2005 3:45,7533731273
6/22/2005 3:50,7696859858
6/22/2005 3:55,7806040691
6/22/2005 4:00,7758302265
6/22/2005 4:05,7999752635
6/22/2005 4:10,8197679991
6/22/2005 4:15,8034425794
6/22/2005 4:20,8049089703
6/22/2005 4:25,8001865427
6/22/2005 4:30,8140823180
6/22/2005 4:35,7950093478
6/22/2005 4:40,7863223671
6/22/2005 4:45,7606901835
6/22/2005 4:50,7821760220
6/22/2005 4:55,7706698126
6/22/2005 5:00,7787083668
6/22/2005 5:05,7814908376
6/22/2005 5:10,7822020598
6/22/2005 5:15,7806601686
6/22/2005 5:20,7869896529
6/22/2005 5:25,8055828503
6/22/2005 5:30,7902771744
6/22/2005 5:35,7942876112
6/22/2005 5:40,7967681539
6/22/2005 5:45,7952406348
6/22/2005 5:50,7932962249
6/22/2005 5:55,7897173250
6/22/2005 6:00,8185573475
6/22/2005 6:05,8137619337
6/22/2005 6:10,8053905016
6/22/2005 6:15,7930799043
6/22/2005 6:20,8270763915
6/22/2005 6:25,8254402850
6/22/2005 6:30,8309340066
6/22/2005 6:35,8099913944
6/22/2005 6:40,8059593678
6/22/2005 6:45,8024589503
6/22/2005 6:50,7783911812
6/22/2005 6:55,7639346203
6/22/2005 7:00,7826894453
6/22/2005 7:05,8039730845
6/22/2005 7:10,8191010357
6/22/2005 7:15,7886535906
6/22/2005 7:20,8131978317
6/22/2005 7:25,8058756305
6/22/2005 7:30,8015029695
6/22/2005 7:35,8130824305
6/22/2005 7:40,7819953473
6/22/2005 7:45,7376231281
6/22/2005 7:50,7239357434
6/22/2005 7:55,7429815417
6/22/2005 8:00,7420434566
6/22/2005 8:05,7641570507
6/22/2005 8:10,7575265079
6/22/2005 8:15,7370443669
6/22/2005 8:20,7212843744
6/22/2005 8:25,7298357798
6/22/2005 8:30,7183338474
6/22/2005 8:35,7406753006
6/22/2005 8:40,7255808917
6/22/2005 8:45,7406341226
6/22/2005 8:50,7022964353
6/22/2005 8:55,6930107152
6/22/2005 9:00,6955189882
6/22/2005 9:05,6949656822
6/22/2005 9:10,6922758941
6/22/2005 9:15,6601999353
6/22/2005 9:20,6653910942
6/22/2005 9:25,6538529332
6/22/2005 9:30,6537174730
6/22/2005 9:35,6381305989
6/22/2005 9:40,6271356869
6/22/2005 9:45,6204696717
6/22/2005 9:50,5957160716
6/22/2005 9:55,6110328486
6/22/2005 10:00,5946096550
6/22/2005 10:05,5881149539
6/22/2005 10:10,5948031926
6/22/2005 10:15,5733096557
6/22/2005 10:20,5513823335
6/22/2005 10:25,5529923264
6/22/2005 10:30,5407051229
6/22/2005 10:35,5177342125
6/22/2005 10:40,5140694884
6/22/2005 10:45,4962005454
6/22/2005 10:50,4999670058
6/22/2005 10:55,4634348186
6/22/2005 11:00,4770536146
6/22/2005 11:05,4792427599
6/22/2005 11:10,4537794661
6/22/2005 11:15,4466668536
6/22/2005 11:20,4364996863
6/22/2005 11:25,4299176912
6/22/2005 11:30,4440640648
6/22/2005 11:35,4311694864
6/22/2005 11:40,4189738636
6/22/2005 11:45,4321976455
6/22/2005 11:50,4023173608
6/22/2005 11:55,3993211371
6/22/2005 12:00,4040727676
6/22/2005 12:05,3952168602
6/22/2005 12:10,3974457678
6/22/2005 12:15,3887995821
6/22/2005 12:20,3833356722
6/22/2005 12:25,3993713408
6/22/2005 12:30,4046911526
6/22/2005 12:35,3905019257
6/22/2005 12:40,3829286407
6/22/2005 12:45,3792867729
6/22/2005 12:50,3709990426
6/22/2005 12:55,3743613266
6/22/2005 13:00,3712645310
6/22/2005 13:05,3673892008
6/22/2005 13:10,3706558978
6/22/2005 13:15,3783923485
6/22/2005 13:20,3873597070
6/22/2005 13:25,3858449156
6/22/2005 13:30,3821828914
6/22/2005 13:35,3524147035
6/22/2005 13:40,3471898740
6/22/2005 13:45,3593884973
6/22/2005 13:50,3839351666
6/22/2005 13:55,3862952579
6/22/2005 14:00,3643977149
6/22/2005 14:05,3659766400
6/22/2005 14:10,3451112841
6/22/2005 14:15,3416560306
6/22/2005 14:20,3377782699
6/22/2005 14:25,3503478263
6/22/2005 14:30,3583243036
6/22/2005 14:35,3571075502
6/22/2005 14:40,3823334719
6/22/2005 14:45,3733012521
6/22/2005 14:50,3904366953
6/22/2005 14:55,3814908345
6/22/2005 15:00,3790075686
6/22/2005 15:05,3622203585
6/22/2005 15:10,3742554670
6/22/2005 15:15,3715695950
6/22/2005 15:20,3694784644
6/22/2005 15:25,3615058309
6/22/2005 15:30,3487088004
6/22/2005 15:35,3370518705
6/22/2005 15:40,3473552932
6/22/2005 15:45,3256091869
6/22/2005 15:50,2885229666
6/22/2005 15:55,3060563581
6/22/2005 16:00,2975672574
6/22/2005 16:05,2843662814
6/22/2005 16:10,2734186581
6/22/2005 16:15,2772904166
6/22/2005 16:20,2676691510
6/22/2005 16:25,2628357186
6/22/2005 16:30,2654512887
6/22/2005 16:35,2606117788
6/22/2005 16:40,2475741641
6/22/2005 16:45,2471536101
6/22/2005 16:50,2381921051
6/22/2005 16:55,2383178330
6/22/2005 17:00,2358863180
6/22/2005 17:05,2270471818
6/22/2005 17:10,2253296291
6/22/2005 17:15,2282316463
6/22/2005 17:20,2241906263
6/22/2005 17:25,2329882023
6/22/2005 17:30,2283015696
6/22/2005 17:35,2210134939
6/22/2005 17:40,2075206172
6/22/2005 17:45,2111842049
6/22/2005 17:50,2242080769
6/22/2005 17:55,2142550629
6/22/2005 18:00,2000806220
6/22/2005 18:05,1912608065
6/22/2005 18:10,1949913600
6/22/2005 18:15,1923252877
6/22/2005 18:20,1881310949
6/22/2005 18:25,1861379187
6/22/2005 18:30,1692429627
6/22/2005 18:35,1882987851
6/22/2005 18:40,1756838428
6/22/2005 18:45,1869659538
6/22/2005 18:50,1580646070
6/22/2005 18:55,1669604085
6/22/2005 19:00,1641506088
6/22/2005 19:05,1696676381
6/22/2005 19:10,1584516408
6/22/2005 19:15,1582693461
6/22/2005 19:20,1666178727
6/22/2005 19:25,1805156238
6/22/2005 19:30,1719432888
6/22/2005 19:35,1655524692
6/22/2005 19:40,1670993254
6/22/2005 19:45,1642554459
6/22/2005 19:50,1663184181
6/22/2005 19:55,1723046320
6/22/2005 20:00,1673241042
6/22/2005 20:05,1629470286
6/22/2005 20:10,1633649458
6/22/2005 20:15,1673537013
6/22/2005 20:20,1624044051
6/22/2005 20:25,1566754083
6/22/2005 20:30,1496174723
6/22/2005 20:35,1508011094
6/22/2005 20:40,1598983922
6/22/2005 20:45,1510680228
6/22/2005 20:50,1558132541
6/22/2005 20:55,1463421442
6/22/2005 21:00,1477287096
6/22/2005 21:05,1436969728
6/22/2005 21:10,1405874563
6/22/2005 21:15,1412152311
6/22/2005 21:20,1556783498
6/22/2005 21:25,1494176585
6/22/2005 21:30,1629850674
6/22/2005 21:35,1669417413
6/22/2005 21:40,1652398047
6/22/2005 21:45,1656727974
6/22/2005 21:50,1754295577
6/22/2005 21:55,1767610280
6/22/2005 22:00,1674597911
6/22/2005 22:05,1693117103
6/22/2005 22:10,1576980282
6/22/2005 22:15,1570513513
6/22/2005 22:20,1859317941
6/22/2005 22:25,1580657931
6/22/2005 22:30,1655029277
6/22/2005 22:35,1629542605
6/22/2005 22:40,1643505060
6/22/2005 22:45,1644172462
6/22/2005 22:50,1773284489
6/22/2005 22:55,1785838887
6/22/2005 23:00,1775122332
6/22/2005 23:05,1930918278
6/22/2005 23:10,1984211000
6/22/2005 23:15,1947716324
6/22/2005 23:20,2334191001
6/22/2005 23:25,2347487202
6/22/2005 23:30,2310924726
6/22/2005 23:35,2336842257
6/22/2005 23:40,2387439133
6/22/2005 23:45,2571148617
6/22/2005 23:50,2897516226
6/22/2005 23:55,2875685293
6/23/2005 0:00,3060751581
6/23/2005 0:05,2905513182
6/23/2005 0:10,3052467742
6/23/2005 0:15,3323507015
6/23/2005 0:20,3688447038
6/23/2005 0:25,3731628349
6/23/2005 0:30,3792363060
6/23/2005 0:35,3991478166
6/23/2005 0:40,4118031362
6/23/2005 0:45,4366439380
6/23/2005 0:50,4550721184
6/23/2005 0:55,4807792889
6/23/2005 1:00,5009600586
6/23/2005 1:05,5174454192
6/23/2005 1:10,5319215086
6/23/2005 1:15,5536516680
6/23/2005 1:20,5730213569
6/23/2005 1:25,5988731458
6/23/2005 1:30,6170078610
6/23/2005 1:35,6206765580
6/23/2005 1:40,6125917761
6/23/2005 1:45,6073803952
6/23/2005 1:50,6279621823
6/23/2005 1:55,6342801296
6/23/2005 2:00,6289412083
6/23/2005 2:05,6276471755
6/23/2005 2:10,6586304374
6/23/2005 2:15,7016342479
6/23/2005 2:20,6777370043
6/23/2005 2:25,6423287418
6/23/2005 2:30,6743161905
6/23/2005 2:35,6755049249
6/23/2005 2:40,6696530717
6/23/2005 2:45,6656931916
6/23/2005 2:50,6858266423
6/23/2005 2:55,6809521203
6/23/2005 3:00,6987759504
6/23/2005 3:05,6763008005
6/23/2005 3:10,7114036704
6/23/2005 3:15,7393199247
6/23/2005 3:20,6923139108
6/23/2005 3:25,7146970070
6/23/2005 3:30,7621422588
6/23/2005 3:35,7870315504
6/23/2005 3:40,7170861389
6/23/2005 3:45,7271619929
6/23/2005 3:50,7287940795
6/23/2005 3:55,7127473860
6/23/2005 4:00,7408362599
6/23/2005 4:05,7378813919
6/23/2005 4:10,7242070170
6/23/2005 4:15,7305075135
6/23/2005 4:20,7271869599
6/23/2005 4:25,7553278288
6/23/2005 4:30,7204710750
6/23/2005 4:35,7104497461
6/23/2005 4:40,7010047124
6/23/2005 4:45,7257988108
6/23/2005 4:50,7170751995
6/23/2005 4:55,7119750513
6/23/2005 5:00,7143262398
6/23/2005 5:05,7054835088
6/23/2005 5:10,7046481336
6/23/2005 5:15,6908361088
6/23/2005 5:20,6929559740
6/23/2005 5:25,6953932881
6/23/2005 5:30,7199887012
6/23/2005 5:35,7194821804
6/23/2005 5:40,7048695121
6/23/2005 5:45,7084190707
6/23/2005 5:50,7079480513
6/23/2005 5:55,7237658575
6/23/2005 6:00,7455109379
6/23/2005 6:05,7400578974
6/23/2005 6:10,7261609966
6/23/2005 6:15,7302264829
6/23/2005 6:20,7319465971
6/23/2005 6:25,7248957618
6/23/2005 6:30,7459238827
6/23/2005 6:35,7194660104
6/23/2005 6:40,7267777798
6/23/2005 6:45,7516692005
6/23/2005 6:50,7284192537
6/23/2005 6:55,7200207698
6/23/2005 7:00,7143825811
6/23/2005 7:05,7344357745
6/23/2005 7:10,7280545392
6/23/2005 7:15,7438404539
6/23/2005 7:20,7339706461
6/23/2005 7:25,7232315000
6/23/2005 7:30,7153131406
6/23/2005 7:35,7092985631
6/23/2005 7:40,7236262675
6/23/2005 7:45,7210119500
6/23/2005 7:50,7325323509
6/23/2005 7:55,7458130575
6/23/2005 8:00,6982502332
6/23/2005 8:05,6972890447
6/23/2005 8:10,6988491473
6/23/2005 8:15,6998415998
6/23/2005 8:20,7400920623
6/23/2005 8:25,7087346822
6/23/2005 8:30,6947966316
6/23/2005 8:35,6906225172
6/23/2005 8:40,7019672800
6/23/2005 8:45,7105609256
6/23/2005 8:50,6997778573
6/23/2005 8:55,6662626070
6/23/2005 9:00,6495783335
6/23/2005 9:05,6350546202
6/23/2005 9:10,6409412454
6/23/2005 9:15,6459878978
6/23/2005 9:20,6215729968
6/23/2005 9:25,6000570598
6/23/2005 9:30,5808981273
6/23/2005 9:35,5805748969
6/23/2005 9:40,5833477923
6/23/2005 9:45,5758967372
6/23/2005 9:50,5593468512
6/23/2005 9:55,5455538491
6/23/2005 10:00,5379374043
6/23/2005 10:05,5235856266
6/23/2005 10:10,5080282131
6/23/2005 10:15,4844574039
6/23/2005 10:20,5085805238
6/23/2005 10:25,4721392804
6/23/2005 10:30,4554738579
6/23/2005 10:35,4488551517
6/23/2005 10:40,4438492999
6/23/2005 10:45,4380156902
6/23/2005 10:50,4220187602
6/23/2005 10:55,4132951389
6/23/2005 11:00,3908889955
6/23/2005 11:05,4057081550
6/23/2005 11:10,3879597744
6/23/2005 11:15,3745113374
6/23/2005 11:20,3713807209
6/23/2005 11:25,3720803017
6/23/2005 11:30,3722742984
6/23/2005 11:35,3816896165
6/23/2005 11:40,3588746328
6/23/2005 11:45,3486458173
6/23/2005 11:50,3481540724
6/23/2005 11:55,3460128043
6/23/2005 12:00,3396801278
6/23/2005 12:05,3648688411
6/23/2005 12:10,3531053655
6/23/2005 12:15,3585298156
6/23/2005 12:20,3797339245
6/23/2005 12:25,3650457429
6/23/2005 12:30,3564041375
6/23/2005 12:35,3699186737
6/23/2005 12:40,3677888983
6/23/2005 12:45,4008033863
6/23/2005 12:50,3852681733
6/23/2005 12:55,3582377602
6/23/2005 13:00,3463726657
6/23/2005 13:05,3618762132
6/23/2005 13:10,3475023217
6/23/2005 13:15,3517728072
6/23/2005 13:20,3522065492
6/23/2005 13:25,3513744405
6/23/2005 13:30,3710181359
